mean,std,skewness,kurtosis,peak_to_peak,dominant_freq,spectral_centroid,fft_mean,fft_var,top_fft_magnitude_1,top_fft_magnitude_2,top_fft_magnitude_3,top_fft_magnitude_4,top_fft_magnitude_5,file,type
0.0002064718743340005,0.004152749075630414,-0.030876243358190034,8.205651477970337,0.222659928,103999.0,-0.17591438201354256,4.519902491245323,14.146392509714815,298.0162473159817,298.0162473159817,412.9437486680007,529.8163160169528,529.8163160169528,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
-3.8015643379997334e-06,0.005568538992135798,-0.08135464367568125,3.461668430308344,0.1718055,103999.0,-0.050590900324984936,5.121132309815173,35.791285783023476,257.4175763986426,311.1990902033476,311.1990902033476,594.24723145708,594.24723145708,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
-0.00029531220285199984,0.013178088315792973,-0.00878571297308528,0.4993004638139378,0.272139912,103999.0,-0.16956094608532812,7.773557688691301,287.07024277257364,812.0342698736371,825.4942350705296,825.4942350705296,846.9655001537573,846.9655001537573,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
-0.00019819467703400005,0.022650121354077804,-0.005322342359265839,0.11469699185167537,0.237778812,25401.0,-0.026568237541312323,11.924364231055213,883.9440946540434,1220.324592149173,1299.9317365285003,1299.9317365285003,1420.0479956588335,1420.0479956588335,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
9.475225545999988e-05,0.028289695015588496,0.0062236348286302395,0.06645561429242486,0.285884352,25429.0,-0.08864359065303357,14.342387198301541,1394.9275735838512,2117.748584060327,2193.279645420999,2193.279645420999,2468.1759457381845,2468.1759457381845,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
1.5433092219999875e-05,0.034693984431941896,0.0006191451188222796,0.10410129766345921,0.332615448,24318.0,-0.16883791125987005,16.49288079454316,2135.330470985313,2458.770113612255,2512.2713359516733,2512.2713359516733,3518.117631672244,3518.117631672244,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
0.0007969914306039994,0.05471880010273363,0.010146718707650444,0.12863259784232195,0.564896484,32202.0,-0.011590431292153097,24.902717783318298,5369.419207051159,3256.5022586409996,3650.806262470838,3650.806262470838,3775.9612340509557,3775.9612340509557,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
0.000659589638368,0.05169355320674417,0.024779111480050412,0.039076054453618614,0.482429844,25752.0,-0.10620739096171741,21.624633685872915,4877.692221210875,6234.178403297395,6587.8161835806595,6587.8161835806595,7326.947510163298,7326.947510163298,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
-0.0002882509968020001,0.05025312523939754,0.01915849344981385,0.01944119227017449,0.475557624,25750.0,-0.1403485473136435,23.08717683940515,4517.901635513496,4321.328278712437,4766.568508525014,4766.568508525014,5144.966884505808,5144.966884505808,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
0.000252159767338,0.0467511072614743,0.008582675719217206,0.058155376470896414,0.450817632,25484.0,-0.02746803848394169,20.640649351080683,3945.422823810011,3301.520899776416,3355.7297139335838,3355.7297139335838,3491.3591782197477,3491.3591782197477,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
0.00018679877013999993,0.04453073884307668,0.004285816276249857,0.05637324653233522,0.409584312,25519.0,-0.008764879957690732,16.62214027561167,3689.7476440395353,5390.399800988749,5431.9175947751155,5431.9175947751155,6263.8558209845905,6263.8558209845905,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
8.762645054199987e-05,0.03961186206800578,0.004473740168765212,0.33405087061061556,0.421954308,25519.0,-0.16255410354359706,16.145398743629485,2877.540689188309,3926.8119676593037,3955.1393616401615,3955.1393616401615,4011.918705639934,4011.918705639934,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
0.0003500621006800003,0.004625612749368572,0.13068958580926426,20.281256644061017,0.202043268,0.0,-0.2883568566641386,4.699738373167538,20.950132786683746,418.77861605840707,418.77861605840707,450.5658170915628,450.5658170915628,700.1242013600007,../Data/NOK_Measurements_zipped/NOK_Measurements/NOK_Measurements/2024.02.15_02.35.02_Grinding/raw/Sampling2000KHz_AEKi-0.parquet,NOK_Acoustic
